"cidade";"ID"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO HONORIO GURGEL (33163243)"
"Rio de Janeiro (RJ)";"0103805 EDI BEATRIZ VICENCIA BANDEIRA RYFF (33163324)"
"Rio de Janeiro (RJ)";"0514801 EDI DEPUTADO PEDRO FERNANDES (33163383)"
"Rio de Janeiro (RJ)";"1019801 EDI SARGENTO IZO GOMES PATRICIO (33163499)"
"Rio de Janeiro (RJ)";"1019803 EDI LARYSSA SILVA MARTINS (33163510)"
"Rio de Janeiro (RJ)";"0817805 EDI RAFAEL PEREIRA DA SILVA (33163561)"
"Rio de Janeiro (RJ)";"0625804 EDI PROFESSORA HELIA LUCIA MORENO FERREIRA (33163570)"
"Rio de Janeiro (RJ)";"0817806 EDI PROFESSORA MARIA YEDDA LEITE LINHARES (33163596)"
"Rio de Janeiro (RJ)";"0817807 EDI MARIA DO CARMO SOUZA PIRAN (33163600)"
"Rio de Janeiro (RJ)";"0833801 EDI GESSICA GUEDES PEREIRA (33163618)"
"Rio de Janeiro (RJ)";"0833802 EDI PROFESSORA ZENA ELIAN (33163626)"
"Rio de Janeiro (RJ)";"0918801 EDI BIANCA ROCHA TAVARES (33163634)"
"Rio de Janeiro (RJ)";"0918802 EDI PINTANDO O SETE (33163642)"
"Rio de Janeiro (RJ)";"0918804 EDI RENAN DE SOUZA LEAL (33163650)"
"Rio de Janeiro (RJ)";"0716802 EDI ARTHUR BISPO DO ROSARIO (33163669)"
"Rio de Janeiro (RJ)";"0123004 ESCOLA MUNICIPAL GEO JUAN ANTONIO SAMARANCH (33163677)"
"Rio de Janeiro (RJ)";"0918805 EDI CANTORA CESARIA EVORA (33163685)"
"Rio de Janeiro (RJ)";"0227005 ESCOLA MUNICIPAL ANDRE URANI (33163707)"
"Rio de Janeiro (RJ)";"0312041 ESCOLA MUNICIPAL JOSE APARECIDO DO PRADO SARTI (33163715)"
"Rio de Janeiro (RJ)";"0918807 EDI URBANO DE FREITAS (33163723)"
"Rio de Janeiro (RJ)";"0716803 EDI COMPOSITOR ROBERTO RIBEIRO (33163740)"
"Rio de Janeiro (RJ)";"0918094 ESCOLA MUNICIPAL PAULO RENATO SOUZA (33163758)"
"Rio de Janeiro (RJ)";"0716804 EDI RODRIGO LOPES TIKINHO (33163766)"
"Rio de Janeiro (RJ)";"0918095 ESCOLA MUNICIPAL MOACYR SCLIAR (33163774)"
"Rio de Janeiro (RJ)";"0918806 EDI COMENDADOR SERAFIM SOFIA (33163782)"
"Rio de Janeiro (RJ)";"0724801 EDI MILENA SANTOS NASCIMENTO (33163790)"
"Rio de Janeiro (RJ)";"0918803 EDI LUDMILA MAXIMO MOREIRA CARDOSO (33163804)"
"Rio de Janeiro (RJ)";"1026025 ESCOLA MUNICIPAL RIVADAVIA MANOEL PINTO (33163812)"
"Rio de Janeiro (RJ)";"1019802 EDI LARISSA DOS SANTOS ATANAZIO (33163847)"
"Rio de Janeiro (RJ)";"1019804 EDI PROFESSORA MARIA LUIZA JOBIM DE QUEIROZ (33163855)"
"Rio de Janeiro (RJ)";"0724803 EDI VERA LUCIA MARTINS COSTA (33163871)"
"Rio de Janeiro (RJ)";"0734803 EDI ANA CAROLINA PACHECO DA SILVA (33163880)"
"Rio de Janeiro (RJ)";"0312801 EDI HENRIQUE FOREIS (33163910)"
"Rio de Janeiro (RJ)";"0312802 EDI LUCIA MARIA BATISTA DE ALBUQUERQUE (33163928)"
"Rio de Janeiro (RJ)";"0312803 EDI PROFESSORA LUIZA HELENA MAIA MEDEIROS (33163936)"
"Rio de Janeiro (RJ)";"0312804 EDI PROFESSORA TANIA MARTINS NOVO LENZ (33163944)"
"Rio de Janeiro (RJ)";"0312805 EDI TANIA CRISTINA MOREIRA (33163952)"
"Rio de Janeiro (RJ)";"0208801 EDI IGOR MORAES DA SILVA (33163960)"
"Rio de Janeiro (RJ)";"0410804 EDI SARGENTO JORGE FALEIRO SOUZA (33163979)"
"Rio de Janeiro (RJ)";"0410805 EDI COMPOSITOR NEOCI DIAS DE ANDRADE (33163987)"
"Rio de Janeiro (RJ)";"0724802 EDI PORFIRIO DIAS (33163995)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO JOSE EMYGDIO DE OLIVEIRA (33164029)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO ANTENOR NASCENTES (33164037)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO TELEMACO G MAIA (33164045)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO GOVERNADOR CARLOS LACERDA (33164053)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO PRESIDENTE MEDICI (33164061)"
"Rio de Janeiro (RJ)";"0411801 EDI MARIANA ROCHA DE SOUZA (33164070)"
"Rio de Janeiro (RJ)";"0101802 EDI MACHADO DE ASSIS (33164088)"
"Rio de Janeiro (RJ)";"0411802 EDI JOEL LUIZ DE AZEVEDO BASTOS (33164096)"
"Rio de Janeiro (RJ)";"1120801 EDI JOSE DE SOUZA RAMOS (33164100)"
"Rio de Janeiro (RJ)";"0430802 EDI PROFESSORA KELITA FARIA DE PAULA (33164118)"
"Rio de Janeiro (RJ)";"0103802 EDI LILY MARINHO (33164126)"
"Rio de Janeiro (RJ)";"0103804 EDI ZELIA GATTAI AMADO (33164134)"
"Rio de Janeiro (RJ)";"0107801 EDI PROFESSORA DAYSE MALAGOLE (33164142)"
"Rio de Janeiro (RJ)";"0123801 EDI HELOISA MARINHO (33164150)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO THOME DE SOUZA (33164207)"
"Rio de Janeiro (RJ)";"0515801 EDI KARINE LORRAINE CHAGAS DE OLIVEIRA (33164304)"
"Rio de Janeiro (RJ)";"1026026 ESCOLA MUNICIPAL GEO DOUTOR SOCRATES (33164312)"
"Rio de Janeiro (RJ)";"1026802 EDI MARCOS FLAMINIO PORTUGAL PINTO (33164320)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO GENERAL TASSO FRAGOSO (33164401)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO DR DILSON FRANCISCO DE ALVARENGA MENEZES (33164614)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO JAIR TAVARES DE OLIVEIRA (33164622)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO ALZIRA ARAUJO (33164800)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO FERNANDO DE AZEVEDO (33164819)"
"Rio de Janeiro (RJ)";"POLO DE EDUCACAO PELO TRABALHO JORNALISTA CARLOS CASTELO BRANCO (33164827)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR PROFESSORA LEA OLIVA (33164835)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR MANGUEIRA (33164843)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR DO ENGENHO DE DENTRO (33164851)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR FUNDAO (33164860)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR MARECHAL HERMES (33164878)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR PAVUNA (33165009)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR VILA VALQUEIRE (33165203)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR AYRTON SENNA DA SILVA (33165408)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR RIO DAS PEDRAS (33165602)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR THOMAS SOARES DA SILVA (33165637)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR CAMPO GRANDE (33165661)"
"Rio de Janeiro (RJ)";"CLUBE ESCOLAR PROFESSOR SESME RAMADA DA SILVA (33165688)"
"Rio de Janeiro (RJ)";"1019805 EDI PROFESSOR CELSO DE ALMEIDA CHAVES (33166110)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE AVENIDA DOS DESFILES (33166200)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE LEBLON (33166404)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE COPACABANA (33166609)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE NISE DA SILVEIRA (33166803)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE GRECIA (33167001)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE PROFESSOR SOUZA DA SILVEIRA (33167206)"
"Rio de Janeiro (RJ)";"0103807 EDI MARIA LUIZA NOBRE - TIA LUIZINHA (33167257)"
"Rio de Janeiro (RJ)";"0101011 ESCOLA MUNICIPAL GEO FELIX MIELLI VENERANDO (33167354)"
"Rio de Janeiro (RJ)";"0430804 EDI CREMILDA DA SILVA DOS SANTOS (33167362)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE SILVEIRA SAMPAIO (33167400)"
"Rio de Janeiro (RJ)";"0313056 ESCOLA MUNICIPAL MINISTRO CARLOS ALBERTO MENEZES DIREITO (33167460)"
"Rio de Janeiro (RJ)";"0430010 ESCOLA MUNICIPAL ESCRITOR BARTOLOMEU CAMPOS DE QUEIROS (33167478)"
"Rio de Janeiro (RJ)";"0430701 ESCOLA MUNICIPAL CENTRO DE EDUCACAO DE JOVENS E ADULTOS CEJA - MARE (33167486)"
"Rio de Janeiro (RJ)";"0625041 ESCOLA MUNICIPAL JORNALISTA E ESCRITOR DANIEL PIZA (33167494)"
"Rio de Janeiro (RJ)";"0716077 ESCOLA MUNICIPAL PROFESSORA MARISA VARGAS MENEZES (33167508)"
"Rio de Janeiro (RJ)";"1019074 ESCOLA MUNICIPAL RICARDO BRENTANI (33167567)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE PROFESSOR ALBERT EINSTEIN (33167605)"
"Rio de Janeiro (RJ)";"1019075 ESCOLA MUNICIPAL ROBERTO CIVITA (33167621)"
"Rio de Janeiro (RJ)";"NUCLEO DE ARTE PROFESSOR DR DILSON FRANCISCO DE ALVARENGA MENEZES (33167800)"
"Rio de Janeiro (RJ)";"0312809 EDI PROFESSORA VALERIA PEREIRA DE SOUZA PINTO (33167818)"
"Rio de Janeiro (RJ)";"0313801 EDI PROF JOSE LIBONATI FILHO (33167834)"
"Rio de Janeiro (RJ)";"0209803 EDI PROFESSORA SUELY DE PINHO CAVALCANTE (33167842)"
"Rio de Janeiro (RJ)";"1120802 EDI NEUSA MARIA GOULART BRIZOLA (33167869)"
"Rio de Janeiro (RJ)";"0411803 EDI MARIA DE LOURDES FERREIRA (33167877)"
"Rio de Janeiro (RJ)";"0430803 EDI PROFESSOR MOACYR DE GOES (33167885)"
"Rio de Janeiro (RJ)";"0430805 EDI PROFESSORA SOLANGE CONCEICAO TRICARICO (33167893)"
"Rio de Janeiro (RJ)";"0625813 EDI PROFESSORA GRACILIA ROSA DE BELEM MAYOR (33167907)"
"Rio de Janeiro (RJ)";"0515809 EDI PROFESSOR UBIRAJARA DE PAULA CASTRO (33167923)"
"Rio de Janeiro (RJ)";"0716805 EDI ANNA MARIA NIEMEYER (33167931)"
"Rio de Janeiro (RJ)";"0716806 EDI PROFESSORA EDILIA COELHO GARCIA (33167940)"
"Rio de Janeiro (RJ)";"0817808 EDI PROFESSOR ANTONIO FLAVIO PIERUCCI (33167958)"
"Rio de Janeiro (RJ)";"0716807 EDI LEILA DINIZ (33167966)"
"Rio de Janeiro (RJ)";"0817814 EDI PROFESSORA GIOVANA BANSI (33167974)"
"Rio de Janeiro (RJ)";"0833806 EDI PROFESSOR CRISTIANO PINTO DE MORAES BISPO (33167982)"
"Rio de Janeiro (RJ)";"0716808 EDI PROFESSORA MARIA BERENICE PARENTE (33167990)"
"Rio de Janeiro (RJ)";"0716809 EDI PROFESSOR ROBERTO LUIZ PEREIRA (33168008)"
"Rio de Janeiro (RJ)";"0716810 EDI EU SOU (33168016)"
"Rio de Janeiro (RJ)";"0918813 EDI PROFESSOR MARCO ALTINO DE OLIVEIRA (33168024)"
"Rio de Janeiro (RJ)";"1019806 EDI PROFESSOR RUBEM GONCALVES (33168067)"
"Rio de Janeiro (RJ)";"0918814 EDI PROFESSOR NESTOR MANOEL PINTO (33168075)"
"Rio de Janeiro (RJ)";"1019807 EDI PROFESSOR ANTONIO ALFREDO MERCADANTE (33168083)"
"Rio de Janeiro (RJ)";"1019808 EDI GEOGRAFO AZIZ AB SABER (33168105)"
"Rio de Janeiro (RJ)";"1019809 EDI PROFESSORA CARMEN FRAGA DE ARAUJO (33168113)"
"Rio de Janeiro (RJ)";"0918816 EDI PROFESSOR JOAO FERNANDES FILHO (33168121)"
"Rio de Janeiro (RJ)";"1019810 EDI PROFESSORA ROSELE NICOLAU JORGE COUTINHO (33168130)"
"Rio de Janeiro (RJ)";"CDEI AMALIA FERNANDES CONDE (33168806)"
"Rio de Janeiro (RJ)";"0430011 ESCOLA MUNICIPAL ESCRITOR LEDO IVO (33169500)"
"Rio de Janeiro (RJ)";"0107016 ESCOLA MUNICIPAL JOSUE DE SOUSA MONTELLO (33170975)"
"Rio de Janeiro (RJ)";"0430806 EDI CLEIA SANTOS DE OLIVEIRA (33170983)"
"Rio de Janeiro (RJ)";"0431802 EDI PROFESSOR CARLOS FALSETH (33170991)"
"Rio de Janeiro (RJ)";"0716078 ESCOLA MUNICIPAL DOMINGOS PASCHOAL CEGALLA (33171009)"
"Rio de Janeiro (RJ)";"0515810 EDI PROFESSORA TEREZINHA SARDOUX HENRIQUES (33171017)"
"Rio de Janeiro (RJ)";"0625814 EDI PROFESSORA ROSEANE VASCONCELOS (33171025)"
"Rio de Janeiro (RJ)";"0625816 EDI PROFESSORA REGINA CELI RABELO DE ALMEIDA (33171033)"
"Rio de Janeiro (RJ)";"0625817 EDI PROFESSORA DANIELE SIMOES DE SOUZA LOPES (33171041)"
"Rio de Janeiro (RJ)";"0204804 EDI PROFESSORA SARITA KONDER (33171068)"
"Rio de Janeiro (RJ)";"0209804 EDI PROFESSORA LUCIA MARIA QUITETE DE CARVALHO AMARAL (33171076)"
"Rio de Janeiro (RJ)";"0716813 EDI PROFESSORA KENIA MENDES DOS SANTOS (33171084)"
"Rio de Janeiro (RJ)";"0410807 EDI PROFESSORA TANIA DA ROCHA CORREA (33171092)"
"Rio de Janeiro (RJ)";"0410808 EDI ALMIR LEITE RIBEIRO (33171106)"
"Rio de Janeiro (RJ)";"0716814 EDI PROFESSORA EMILIA MARIA VIEIRA DE OLIVEIRA (33171114)"
"Rio de Janeiro (RJ)";"0724804 EDI PROFESSORA MATILDE ROSA LOPES DE ARAUJO (33171122)"
"Rio de Janeiro (RJ)";"0817815 EDI SENHOR JOAO GOMES (33171130)"
"Rio de Janeiro (RJ)";"0833807 EDI LUIZA PAULA DA SILVEIRA MACHADO (33171149)"
"Rio de Janeiro (RJ)";"0918808 EDI PROFESSORA MARTA REGINA PERROTA (33171165)"
"Rio de Janeiro (RJ)";"0918815 EDI PROFESSORA SIRLEIA SILVA REIS (33171173)"
"Rio de Janeiro (RJ)";"0918817 EDI PROFESSORA EUGENIA DE ALMEIDA AZEVEDO (33171190)"
"Rio de Janeiro (RJ)";"0918822 EDI PROFESSOR ANDRE LUIZ GILZ (33171211)"
"Rio de Janeiro (RJ)";"0204805 EDI CLAUDIO CAVALCANTI (33173940)"
"Rio de Janeiro (RJ)";"0227801 EDI PROFESSORA EDIR CASEIRO RIBEIRO (33173958)"
"Rio de Janeiro (RJ)";"0918096 ESCOLA MUNICIPAL PROFESSORA NORMA CHAMARELLI MARQUES (33173966)"
"Rio de Janeiro (RJ)";"1019076 ESCOLA MUNICIPAL EULALIA RODRIGUES DE OLIVEIRA VIEIRA (33173974)"
"Rio de Janeiro (RJ)";"1019818 EDI RENEE BISCAIA RAPOSO (33173982)"
"Rio de Janeiro (RJ)";"0204806 EDI IRMA MARGARITA ALARCON (33175721)"
"Rio de Janeiro (RJ)";"0625815 EDI PROFESSORA KRISTINA ROMOLO KIFFER (33175730)"
"Rio de Janeiro (RJ)";"0625818 EDI MARIA EUGENIA CANELHAS (33175748)"
"Rio de Janeiro (RJ)";"0625819 EDI PROFESSORA MARIZA PIMENTA (33175756)"
"Rio de Janeiro (RJ)";"0833808 EDI PROFESSORA VANUZIA BASTOS DA SILVA (33175764)"
"Rio de Janeiro (RJ)";"1120032 ESCOLA MUNICIPAL GEO NELSON PRUDENCIO (33175772)"
"Rio de Janeiro (RJ)";"1120804 EDI PROFESSORA ANNA MARIA JESUS CONCEICAO (33175780)"
"Rio de Janeiro (RJ)";"0625042 ESCOLA MUNICIPAL TEMISTOCLES DALMACIO PEREIRA (33175799)"
"Rio de Janeiro (RJ)";"0430808 EDI AZOILDA TRINDADE ZO (33175942)"
"Rio de Janeiro (RJ)";"0430014 ESCOLA MUNICIPAL LINO MARTINS DA SILVA (33175950)"
"Rio de Janeiro (RJ)";"0430807 EDI MARIA AMELIA CASTRO E SILVA BELFORT (33176043)"
"Rio de Janeiro (RJ)";"0430015 ESCOLA MUNICIPAL ERPIDIO CABRAL DE SOUZA INDIO DA MARE (33176051)"
"Rio de Janeiro (RJ)";"0430016 ESCOLA MUNICIPAL OLIMPIADAS RIO 2016 (33176060)"
"Rio de Janeiro (RJ)";"1019824 EDI PROFESSORA LILIA CHAVES DA COSTA (33176078)"
"Rio de Janeiro (RJ)";"1019820 EDI INAIA WANDERLEY CARMO (33176086)"
"Rio de Janeiro (RJ)";"1019822 EDI PROFESSORA KATIA MIRANDA SANTOS (33176094)"
"Rio de Janeiro (RJ)";"1019823 EDI MARIA ROSANGELA OLIVEIRA TIA NEGUINHA (33176108)"
"Rio de Janeiro (RJ)";"1026029 ESCOLA MUNICIPAL PROFESSOR ARI MARQUES PONTES (33176116)"
"Rio de Janeiro (RJ)";"1026028 ESCOLA MUNICIPAL PROFESSOR JORGE LUIZ ITABORAI DE ALMEIDA (33176124)"
"Rio de Janeiro (RJ)";"1019078 ESCOLA MUNICIPAL PARALIMPIADAS RIO 2016 (33176167)"
"Rio de Janeiro (RJ)";"1019079 ESCOLA MUNICIPAL EMILINHA BORBA (33176175)"
"Rio de Janeiro (RJ)";"1019082 ESCOLA MUNICIPAL PROFESSORA CLARA LUCIA DE SOUSA (33176183)"
"Rio de Janeiro (RJ)";"1019080 ESCOLA MUNICIPAL PROFESSOR NEEMIAS RODRIGUES DE MELLO (33176191)"
"Rio de Janeiro (RJ)";"1019081 ESCOLA MUNICIPAL WALQUIR PEREIRA (33176213)"
"Rio de Janeiro (RJ)";"0918828 EDI ALYRIO CAVALLIERI (33176221)"
"Rio de Janeiro (RJ)";"0918829 EDI RUBEM AZEVEDO ALVES (33176230)"
"Rio de Janeiro (RJ)";"0716819 EDI PROFESSORA NORMA ANDRADE NOGUEIRA (33176337)"
"Rio de Janeiro (RJ)";"0918098 ESCOLA MUNICIPAL MIGUEL DE OLIVEIRA (33176345)"
"Rio de Janeiro (RJ)";"0918099 ESCOLA MUNICIPAL PROFESSOR ANTONIO BOAVENTURA (33176353)"
"Rio de Janeiro (RJ)";"0918823 EDI PROFESSOR DERSU GABRIEL BICEGO (33176361)"
"Rio de Janeiro (RJ)";"0918824 EDI ALBERTO FERREIRA PINTO (33176370)"
"Rio de Janeiro (RJ)";"0918825 EDI PROFESSORA TERESINHA DE JESUS SIQUEIRA BROWN (33176388)"
"Rio de Janeiro (RJ)";"0918827 EDI ATAULFO ALVES (33176396)"
"Rio de Janeiro (RJ)";"0716818 EDI PROFESSORA CLAUDIA PIRES CONTINO DA SILVA (33176841)"
"Rio de Janeiro (RJ)";"0724809 EDI UGOCIONE JOSE DE MEDEIROS SEU UGO (33176850)"
"Rio de Janeiro (RJ)";"0716080 ESCOLA MUNICIPAL ALEKSANDER HENRYK LAKS (33176868)"
"Rio de Janeiro (RJ)";"0716079 ESCOLA MUNICIPAL AZERBAIJAO (33176876)"
"Rio de Janeiro (RJ)";"0430013 ESCOLA MUNICIPAL OSMAR PAIVA CAMELO (33176884)"
"Rio de Janeiro (RJ)";"0430012 ESCOLA MUNICIPAL GENIVAL PEREIRA DE ALBUQUERQUE (33176892)"
"Rio de Janeiro (RJ)";"0833809 EDI PROFESSORA MARIA CECILIA FERREIRA (33176906)"
"Rio de Janeiro (RJ)";"0716822 EDI MARCELO PARENTE GOMES DE OLIVEIRA (33179026)"
"Rio de Janeiro (RJ)";"0716081 ESCOLA MUNICIPAL ATILA NUNES NETO (33179034)"
"Rio de Janeiro (RJ)";"0716820 EDI MEDALHISTA OLIMPICA AGATHA BEDNARCZUK RIPPEL (33179050)"
"Rio de Janeiro (RJ)";"0716821 EDI MEDALHISTA PARALIMPICO FELIPE DE SOUZA GOMES (33179069)"
"Rio de Janeiro (RJ)";"0716823 EDI PROFESSOR EITEL SEIXAS (33179077)"
"Rio de Janeiro (RJ)";"0313809 EDI ESCULTORA LYGIA CLARK (33179093)"
"Rio de Janeiro (RJ)";"0227006 ESCOLA MUNICIPAL LUIZ PAULO HORTA (33179107)"
"Rio de Janeiro (RJ)";"0833810 EDI MEDALHISTA SERGIO DUTRA (33179115)"
"Rio de Janeiro (RJ)";"0833811 EDI MEDALHISTA OLIMPICA RAFAELA LOPES SILVA (33179123)"
"Rio de Janeiro (RJ)";"0918100 ESCOLA MUNICIPAL DULCE ARAUJO (33179131)"
"Rio de Janeiro (RJ)";"0918101 ESCOLA MUNICIPAL YOLIS DA SILVA (33179140)"
"Rio de Janeiro (RJ)";"0918102 ESCOLA MUNICIPAL PROFESSORA DALVA LAZARONI (33179158)"
"Rio de Janeiro (RJ)";"0918103 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO DIEGO HYPOLITO (33179166)"
"Rio de Janeiro (RJ)";"0918104 ESCOLA MUNICIPAL MEDALHISTA OLIMPICA MAYRA AGUIAR DA SILVA (33179174)"
"Rio de Janeiro (RJ)";"0918105 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO DOUGLAS CORREA DE SOUZA (33179182)"
"Rio de Janeiro (RJ)";"0918826 EDI PROFESSORA MARLY DOS SANTOS DE OLIVEIRA MARLY MARINHO (33179190)"
"Rio de Janeiro (RJ)";"0918831 EDI ELFLODIZIO DOS SANTOS (33179212)"
"Rio de Janeiro (RJ)";"0918832 EDI PROFESSORA JACINTHA REIS FERREIRA (33179220)"
"Rio de Janeiro (RJ)";"0918833 EDI PROFESSOR WILSON CHOERI (33179239)"
"Rio de Janeiro (RJ)";"0918834 EDI ENGENHEIRA ELAINE MONSORES PIRES (33179247)"
"Rio de Janeiro (RJ)";"0918835 EDI MEDALHISTA OLIMPICO ARTHUR NORY OYAKAWA MARIANO (33179255)"
"Rio de Janeiro (RJ)";"0918836 EDI MEDALHISTA OLIMPICO RAFAEL CARLOS DA SILVA (33179263)"
"Rio de Janeiro (RJ)";"0918837 EDI MEDALHISTA OLIMPICO WALLACE LEANDRO DE SOUZA (33179271)"
"Rio de Janeiro (RJ)";"1026811 EDI GERMANO THOME DE OLIVEIRA (33179352)"
"Rio de Janeiro (RJ)";"1026810 EDI ALCEBIADES FRANCISCO ROSA (33179360)"
"Rio de Janeiro (RJ)";"1026809 EDI MEDALHISTA PARALIMPICO RICARDO COSTA DE OLIVEIRA (33179379)"
"Rio de Janeiro (RJ)";"1026807 EDI ALFREDO FERNANDO VAZ GUIMARAES JUNIOR (33179387)"
"Rio de Janeiro (RJ)";"0430019 ESCOLA MUNICIPAL ESCRITOR MILLOR FERNANDES (33179395)"
"Rio de Janeiro (RJ)";"1026806 EDI MEDALHISTA OLIMPICO FELIPE ALMEIDA WU (33179425)"
"Rio de Janeiro (RJ)";"1026805 EDI MEDALHISTA OLIMPICO IZAQUIAS QUEIROZ DOS SANTOS (33179433)"
"Rio de Janeiro (RJ)";"1019831 EDI PROFESSORA MARIA MESQUITA DE SIQUEIRA (33179441)"
"Rio de Janeiro (RJ)";"0430018 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO LUCAS SAATKAMP (33179450)"
"Rio de Janeiro (RJ)";"1019084 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO ROBSON DONATO CONCEICAO (33179468)"
"Rio de Janeiro (RJ)";"1019085 ESCOLA MUNICIPAL MEDALHISTA OLIMPICO THIAGO BRAZ DA SILVA (33179476)"
"Rio de Janeiro (RJ)";"1019092 ESCOLA MUNICIPAL VERA LUCIA CHAVES DA COSTA (33179484)"
"Rio de Janeiro (RJ)";"1019821 EDI PROFESSORA SOLANGE INACIA DE SA DE LACERDA (33179492)"
"Rio de Janeiro (RJ)";"1019826 EDI THAMIRIS DE ANDRADE DA SILVA SANTOS (33179506)"
"Rio de Janeiro (RJ)";"0430809 EDI MEDALHISTA OLIMPICO LUIZ FELIPE MARQUES FONTELES (33179514)"
"Rio de Janeiro (RJ)";"1019827 EDI MEDALHISTA OLIMPICA POLIANA OKIMOTO (33179522)"
"Rio de Janeiro (RJ)";"1019828 EDI MEDALHISTA OLIMPICO ERLON DE SOUZA SILVA (33179530)"
"Rio de Janeiro (RJ)";"0430811 EDI MEDALHISTA OLIMPICO WILLIAM PEIXOTO ARJONA (33179549)"
"Rio de Janeiro (RJ)";"1026030 ESCOLA MUNICIPAL MEDALHISTA OLIMPICA BARBARA SEIXAS DE FREITAS (33179557)"
"Rio de Janeiro (RJ)";"0430814 EDI JOAO CRISOSTOMO (33179565)"
"Rio de Janeiro (RJ)";"0430810 EDI MEDALHISTA OLIMPICO EVANDRO MOTTA MARCONDES GUERRA (33179573)"
"Rio de Janeiro (RJ)";"0430812 EDI MEDALHISTA OLIMPICO EDER FRANCIS CARBONERA (33179581)"
"Rio de Janeiro (RJ)";"0622804 EDI MEDALHISTA PARALIMPICO DANIEL MARTINS (33179590)"
"Rio de Janeiro (RJ)";"0622805 EDI MEDALHISTA OLIMPICO MAURICIO LUIZ DE SOUZA (33179611)"
"Rio de Janeiro (RJ)";"0918097 ESCOLA MUNICIPAL CELIA MARIA DE OLIVEIRA CAMARGO (33179654)"
"Rio de Janeiro (RJ)";"0430020 ESCOLA MUNICIPAL VEREADORA MARIELLE FRANCO (33183813)"
"Rio de Janeiro (RJ)";"0817133 ESCOLA MUNICIPAL PROFESSORA IVONE NUNES FERREIRA (33184593)"
"Rio de Janeiro (RJ)";"0625701 CENTRO DE EDUCACAO DE JOVENS E ADULTOS CEJA ACARI (33187592)"
"Rio de Janeiro (RJ)";"0107017 ESCOLA MUNICIPAL NEUMA GONCALVES DA SILVA (33187649)"
"Rio de Janeiro (RJ)";"0312043 ESCOLA MUNICIPAL CIVICO MILITAR CARIOCA GENERAL ABREU (33189501)"
"Rio de Janeiro (RJ)";"1120606 CRECHE MUNICIPAL TAUA (33227810)"
"Rio de Janeiro (RJ)";"1026024 ESCOLA MUNICIPAL TATIANA CHAGAS MEMORIA (33228000)"
"Rio de Janeiro (RJ)";"0724028 ESCOLA MUNICIPAL FREI GASPAR (33228400)"
"Rio de Janeiro (RJ)";"0204602 CRECHE MUNICIPAL ARACY GUIMARAES ROSA (33229813)"
"Rio de Janeiro (RJ)";"0817619 CRECHE MUNICIPAL PROFESSORA REGINA MARIA DA MATTA MONTEZANO (33230005)"
"Rio de Janeiro (RJ)";"0107610 CRECHE MUNICIPAL ARARA AZUL (33230013)"
"Rio de Janeiro (RJ)";"0123603 CRECHE MUNICIPAL FALLET (33230021)"
"Rio de Janeiro (RJ)";"0514608 CRECHE MUNICIPAL JOSEPH BARBERA (33230404)"
"Rio de Janeiro (RJ)";"0716613 CRECHE MUNICIPAL MARIA DA CONCEICAO SILVEIRA DE CARVALHO (33230803)"
